ground_truth,prediction,absolute_error,relative_error
2.999123e-04,1.391255e-05,2.859997e-04,9.536113e-01
3.324123e-04,1.463247e-05,3.177798e-04,9.559810e-01
3.654637e-04,1.520809e-05,3.502556e-04,9.583868e-01
3.989676e-04,1.559853e-05,3.833690e-04,9.609028e-01
4.328425e-04,1.575662e-05,4.170859e-04,9.635974e-01
3.908585e-07,2.729984e-06,2.339125e-06,5.984583e+00
2.865274e-06,3.827408e-06,9.621342e-07,3.357913e-01
8.075729e-06,4.633079e-06,3.442650e-06,4.262958e-01
1.593670e-05,5.363465e-06,1.057323e-05,6.634519e-01
2.617707e-05,6.197143e-06,1.997993e-05,7.632607e-01
3.850152e-05,7.161442e-06,3.134007e-05,8.139958e-01
5.263740e-05,8.194289e-06,4.444311e-05,8.443257e-01
6.834538e-05,9.208756e-06,5.913663e-05,8.652614e-01
8.541559e-05,1.015422e-05,7.526136e-05,8.811198e-01
1.036671e-04,1.102958e-05,9.263746e-05,8.936056e-01
1.229434e-04,1.185299e-05,1.110904e-04,9.035899e-01
1.431095e-04,1.269126e-05,1.304183e-04,9.113178e-01
1.640446e-04,1.361033e-05,1.504343e-04,9.170327e-01
1.856466e-04,1.466446e-05,1.709821e-04,9.210087e-01
2.078302e-04,1.580319e-05,1.920270e-04,9.239610e-01
2.305301e-04,1.693992e-05,2.135902e-04,9.265175e-01
2.536624e-04,1.798759e-05,2.356748e-04,9.290885e-01
2.771678e-04,1.887830e-05,2.582895e-04,9.318886e-01
3.010059e-04,1.952370e-05,2.814822e-04,9.351385e-01
3.251372e-04,1.986681e-05,3.052704e-04,9.388972e-01
1.722497e-10,1.643641e-10,7.885567e-12,4.577987e-02
1.454340e-08,5.012861e-09,9.530536e-09,6.553171e-01
9.393366e-08,2.647293e-08,6.746073e-08,7.181742e-01
2.855106e-07,5.936969e-08,2.261409e-07,7.920578e-01
6.161144e-07,1.015515e-07,5.145630e-07,8.351744e-01
1.097733e-06,1.584089e-07,9.393244e-07,8.556946e-01
1.733139e-06,2.362060e-07,1.496933e-06,8.637120e-01
2.519685e-06,3.370203e-07,2.182665e-06,8.662450e-01
3.451836e-06,4.619700e-07,2.989866e-06,8.661669e-01
4.522751e-06,6.284072e-07,3.894344e-06,8.610564e-01
5.723835e-06,8.657894e-07,4.858045e-06,8.487396e-01
7.043443e-06,1.180839e-06,5.862604e-06,8.323491e-01
8.468405e-06,1.555755e-06,6.912650e-06,8.162871e-01
9.985989e-06,1.971983e-06,8.014005e-06,8.025249e-01
1.158484e-05,2.392768e-06,9.192071e-06,7.934570e-01
1.325507e-05,2.726590e-06,1.052848e-05,7.942984e-01
1.498828e-05,2.925001e-06,1.206328e-05,8.048474e-01
1.677722e-05,3.133938e-06,1.364328e-05,8.132028e-01
1.861574e-05,3.702286e-06,1.491345e-05,8.011206e-01
2.049858e-05,4.822872e-06,1.567571e-05,7.647216e-01
2.853611e-16,9.723604e-13,9.720751e-13,3.406354e+03
8.721896e-13,1.299457e-10,1.290735e-10,1.479879e+02
3.002855e-11,2.051127e-09,2.021099e-09,6.730592e+01
2.516737e-10,6.520064e-09,6.268391e-09,2.490681e+01
1.093096e-09,1.222959e-08,1.113649e-08,1.018803e+01
3.273632e-09,2.039784e-08,1.712421e-08,5.230949e+00
7.744736e-09,3.368524e-08,2.594050e-08,3.349437e+00
1.559430e-08,5.402858e-08,3.843428e-08,2.464636e+00
2.795327e-08,8.228911e-08,5.433584e-08,1.943810e+00
4.592194e-08,1.252657e-07,7.934378e-08,1.727797e+00
7.051901e-08,1.966634e-07,1.261444e-07,1.788800e+00
1.026514e-07,2.994400e-07,1.967885e-07,1.917056e+00
1.430942e-07,4.141266e-07,2.710324e-07,1.894084e+00
1.924760e-07,5.186026e-07,3.261266e-07,1.694375e+00
2.512703e-07,6.024997e-07,3.512293e-07,1.397815e+00
3.197958e-07,6.664509e-07,3.466550e-07,1.083989e+00
3.982269e-07,7.368332e-07,3.386063e-07,8.502849e-01
4.866100e-07,8.853839e-07,3.987740e-07,8.194941e-01
5.848835e-07,1.300121e-06,7.152371e-07,1.222871e+00
6.928970e-07,2.299896e-06,1.606999e-06,2.319247e+00
2.043239e-17,1.737234e-14,1.735191e-14,8.488201e+02
6.049243e-14,1.458592e-12,1.398099e-12,2.311197e+01
2.440109e-12,2.273371e-11,2.029360e-11,8.316680e+00
2.233911e-11,9.029737e-11,6.795826e-11,3.042121e+00
1.027951e-10,2.067062e-10,1.039110e-10,1.010856e+00
3.211861e-10,4.020645e-10,8.087836e-11,2.518115e-01
7.860301e-10,7.635413e-10,2.248879e-11,2.861060e-02
1.628849e-09,1.434707e-09,1.941419e-10,1.191897e-01
2.995130e-09,2.625929e-09,3.692011e-10,1.232672e-01
5.036639e-09,4.792888e-09,2.437504e-10,4.839544e-02
7.905445e-09,8.886592e-09,9.811467e-10,1.241102e-01
1.174831e-08,1.569293e-08,3.944619e-09,3.357606e-01
1.670115e-08,2.437910e-08,7.677952e-09,4.597259e-01
2.288488e-08,3.338336e-08,1.049848e-08,4.587520e-01
3.040303e-08,4.325026e-08,1.284723e-08,4.225643e-01
3.934116e-08,5.669432e-08,1.735316e-08,4.410942e-01
4.976737e-08,7.640965e-08,2.664228e-08,5.353362e-01
6.173333e-08,1.091925e-07,4.745915e-08,7.687768e-01
7.527592e-08,1.928286e-07,1.175527e-07,1.561624e+00
9.041851e-08,4.526656e-07,3.622471e-07,4.006338e+00
8.518726e-17,8.743546e-13,8.742694e-13,1.026171e+04
2.860575e-13,5.869040e-11,5.840434e-11,2.041699e+02
1.134932e-11,7.951617e-10,7.838124e-10,6.906251e+01
1.026305e-10,2.872516e-09,2.769886e-09,2.698893e+01
4.671799e-10,6.485394e-09,6.018214e-09,1.288200e+01
1.444966e-09,1.327717e-08,1.183220e-08,8.188567e+00
3.501770e-09,2.656068e-08,2.305891e-08,6.584929e+00
7.187721e-09,4.855351e-08,4.136579e-08,5.755064e+00
1.309478e-08,7.591377e-08,6.281898e-08,4.797252e+00
2.182280e-08,1.077866e-07,8.596376e-08,3.939171e+00
3.395463e-08,1.546387e-07,1.206841e-07,3.554274e+00
5.003375e-08,2.282708e-07,1.782371e-07,3.562336e+00
7.054356e-08,3.379678e-07,2.674243e-07,3.790910e+00
9.589370e-08,5.027285e-07,4.068348e-07,4.242561e+00
1.264143e-07,7.485106e-07,6.220963e-07,4.921092e+00
1.623581e-07,1.051134e-06,8.887755e-07,5.474167e+00
2.039058e-07,1.286444e-06,1.082538e-06,5.309008e+00
2.511741e-07,1.396450e-06,1.145276e-06,4.559689e+00
3.042240e-07,1.591127e-06,1.286904e-06,4.230119e+00
3.630676e-07,2.074310e-06,1.711242e-06,4.713287e+00
1.764792e-07,3.440640e-06,3.264161e-06,1.849600e+01
1.316159e-06,4.006112e-06,2.689953e-06,2.043790e+00
3.981320e-06,4.492684e-06,5.113643e-07,1.284409e-01
8.460450e-06,4.966742e-06,3.493707e-06,4.129458e-01
1.489272e-05,5.479861e-06,9.412863e-06,6.320444e-01
2.333105e-05,6.041810e-06,1.728924e-05,7.410399e-01
3.377708e-05,6.617871e-06,2.715921e-05,8.040721e-01
4.620171e-05,7.177579e-06,3.902413e-05,8.446469e-01
6.055550e-05,7.695116e-06,5.286039e-05,8.729246e-01
7.675675e-05,8.177015e-06,6.857973e-05,8.934685e-01
9.459418e-05,8.636788e-06,8.595739e-05,9.086964e-01
1.137951e-04,9.099765e-06,1.046954e-04,9.200338e-01
1.341961e-04,9.602234e-06,1.245939e-04,9.284463e-01
1.556586e-04,1.016246e-05,1.454961e-04,9.347131e-01
1.780659e-04,1.075614e-05,1.673098e-04,9.395946e-01
2.013213e-04,1.134085e-05,1.899805e-04,9.436679e-01
2.253435e-04,1.186335e-05,2.134801e-04,9.473544e-01
2.500520e-04,1.226238e-05,2.377896e-04,9.509606e-01
2.753886e-04,1.252727e-05,2.628613e-04,9.545106e-01
3.013083e-04,1.265261e-05,2.886557e-04,9.580078e-01
5.522765e-17,1.063277e-13,1.062725e-13,1.923915e+03
1.868758e-13,1.521330e-11,1.502642e-11,8.040859e+01
7.721709e-12,4.249099e-10,4.171882e-10,5.402797e+01
7.250370e-11,1.998728e-09,1.926224e-09,2.656725e+01
3.404879e-10,4.362766e-09,4.022279e-09,1.181328e+01
1.080334e-09,7.626883e-09,6.546550e-09,6.059748e+00
2.673658e-09,1.309118e-08,1.041752e-08,3.896353e+00
5.584171e-09,2.201260e-08,1.642843e-08,2.941964e+00
1.032126e-08,3.424930e-08,2.392804e-08,2.318324e+00
1.740735e-08,5.270668e-08,3.529933e-08,2.027840e+00
2.735258e-08,8.733769e-08,5.998510e-08,2.193033e+00
4.063712e-08,1.459670e-07,1.053299e-07,2.591962e+00
5.769814e-08,2.228156e-07,1.651175e-07,2.861748e+00
7.891907e-08,3.083891e-07,2.294700e-07,2.907663e+00
1.046219e-07,3.983384e-07,2.937164e-07,2.807407e+00
1.350638e-07,4.745515e-07,3.394877e-07,2.513536e+00
1.704380e-07,5.137496e-07,3.433116e-07,2.014290e+00
2.108790e-07,5.493849e-07,3.385060e-07,1.605214e+00
2.564672e-07,7.463228e-07,4.898556e-07,1.910013e+00
3.072383e-07,1.417259e-06,1.110021e-06,3.612897e+00
9.545094e-09,1.522015e-10,9.392892e-09,9.840544e-01
2.030261e-07,5.594358e-09,1.974317e-07,9.724451e-01
8.482494e-07,3.744677e-08,8.108026e-07,9.558540e-01
2.075300e-06,8.882397e-08,1.986476e-06,9.571995e-01
3.907152e-06,1.474798e-07,3.759672e-06,9.622539e-01
6.313714e-06,2.144222e-07,6.099292e-06,9.660387e-01
9.243471e-06,3.004807e-07,8.942990e-06,9.674926e-01
1.263911e-05,4.208833e-07,1.221823e-05,9.667000e-01
1.644455e-05,5.880838e-07,1.585647e-05,9.642383e-01
2.060789e-05,8.369802e-07,1.977091e-05,9.593854e-01
2.508219e-05,1.222956e-06,2.385923e-05,9.512421e-01
2.982571e-05,1.735336e-06,2.809037e-05,9.418175e-01
3.480134e-05,2.263889e-06,3.253745e-05,9.349482e-01
3.997645e-05,2.687751e-06,3.728870e-05,9.327667e-01
4.532215e-05,2.954200e-06,4.236796e-05,9.348178e-01
5.081314e-05,3.083820e-06,4.772932e-05,9.393106e-01
5.642722e-05,3.196073e-06,5.323115e-05,9.433594e-01
6.214497e-05,3.558908e-06,5.858607e-05,9.427322e-01
6.794979e-05,4.679155e-06,6.327064e-05,9.311380e-01
7.382722e-05,7.054045e-06,6.677317e-05,9.044519e-01
1.424285e-07,9.937404e-07,8.513119e-07,5.977118e+00
1.082386e-06,1.224208e-06,1.418219e-07,1.310271e-01
3.267818e-06,1.443863e-06,1.823956e-06,5.581570e-01
6.893117e-06,1.686319e-06,5.206798e-06,7.553619e-01
1.201640e-05,1.970306e-06,1.004609e-05,8.360320e-01
1.862083e-05,2.292464e-06,1.632837e-05,8.768871e-01
2.665106e-05,2.630133e-06,2.402093e-05,9.013122e-01
3.603425e-05,2.951590e-06,3.308266e-05,9.180893e-01
4.668968e-05,3.238430e-06,4.345125e-05,9.306393e-01
5.853441e-05,3.492022e-06,5.504239e-05,9.403424e-01
7.148519e-05,3.735556e-06,6.774964e-05,9.477437e-01
8.545555e-05,3.996583e-06,8.145897e-05,9.532320e-01
1.003576e-04,4.304664e-06,9.605291e-05,9.571067e-01
1.161090e-04,4.667339e-06,1.114417e-04,9.598021e-01
1.326387e-04,5.067396e-06,1.275713e-04,9.617954e-01
1.498870e-04,5.456075e-06,1.444309e-04,9.635987e-01
1.678055e-04,5.778309e-06,1.620272e-04,9.655655e-01
1.863548e-04,5.991222e-06,1.803636e-04,9.678504e-01
2.055022e-04,6.095427e-06,1.994067e-04,9.703388e-01
2.252040e-04,6.130860e-06,2.190731e-04,9.727764e-01
5.181063e-08,6.876856e-07,6.358750e-07,1.227306e+01
4.259062e-07,1.446065e-06,1.020158e-06,2.395265e+00
1.308215e-06,2.188370e-06,8.801550e-07,6.727906e-01
2.767236e-06,2.778397e-06,1.116086e-08,4.033218e-03
4.815237e-06,3.289215e-06,1.526022e-06,3.169153e-01
7.436603e-06,3.823439e-06,3.613164e-06,4.858621e-01
1.060220e-05,4.461960e-06,6.140237e-06,5.791476e-01
1.427700e-05,5.238936e-06,9.038062e-06,6.330506e-01
1.842468e-05,6.146199e-06,1.227848e-05,6.664148e-01
2.300813e-05,7.177485e-06,1.583064e-05,6.880457e-01
2.798388e-05,8.319704e-06,1.966418e-05,7.026966e-01
3.330315e-05,9.503516e-06,2.379963e-05,7.146361e-01
3.892008e-05,1.066928e-05,2.825080e-05,7.258669e-01
4.479547e-05,1.181606e-05,3.297942e-05,7.362221e-01
5.089689e-05,1.296612e-05,3.793077e-05,7.452472e-01
5.719758e-05,1.411395e-05,4.308362e-05,7.532421e-01
6.367555e-05,1.521396e-05,4.846158e-05,7.610705e-01
7.031273e-05,1.632565e-05,5.398707e-05,7.678137e-01
7.709392e-05,1.757242e-05,5.952150e-05,7.720647e-01
8.400635e-05,1.884996e-05,6.515639e-05,7.756127e-01
6.579501e-08,1.884914e-06,1.819119e-06,2.764828e+01
5.179635e-07,2.198862e-06,1.680898e-06,3.245205e+00
1.575105e-06,2.480106e-06,9.050009e-07,5.745654e-01
3.325988e-06,2.751270e-06,5.747179e-07,1.727961e-01
5.794421e-06,3.043315e-06,2.751106e-06,4.747852e-01
8.970082e-06,3.369141e-06,5.600941e-06,6.244024e-01
1.282434e-05,3.716876e-06,9.107466e-06,7.101703e-01
1.731819e-05,4.073974e-06,1.324422e-05,7.647575e-01
2.240663e-05,4.423468e-06,1.798317e-05,8.025822e-01
2.805113e-05,4.755994e-06,2.329514e-05,8.304526e-01
3.420939e-05,5.075855e-06,2.913354e-05,8.516239e-01
4.083221e-05,5.399994e-06,3.543222e-05,8.677516e-01
4.787003e-05,5.740128e-06,4.212990e-05,8.800893e-01
5.527884e-05,6.108055e-06,4.917079e-05,8.895047e-01
6.302119e-05,6.501036e-06,5.652016e-05,8.968437e-01
7.106644e-05,6.900833e-06,6.416561e-05,9.028960e-01
7.938942e-05,7.282426e-06,7.210700e-05,9.082696e-01
8.796921e-05,7.621057e-06,8.034815e-05,9.133668e-01
9.678900e-05,7.897966e-06,8.889104e-05,9.184002e-01
1.058348e-04,8.088135e-06,9.774664e-05,9.235777e-01
1.979344e-18,4.259019e-14,4.258821e-14,2.140817e+04
4.713709e-15,4.920389e-12,4.915676e-12,1.042844e+03
1.878402e-13,9.283106e-11,9.264322e-11,4.932024e+02
1.733211e-12,4.176527e-10,4.159195e-10,2.399704e+02
8.082418e-12,1.122381e-09,1.114299e-09,1.378670e+02
2.561267e-11,2.612470e-09,2.586857e-09,1.009991e+02
6.352423e-11,5.640889e-09,5.577364e-09,8.779901e+01
1.332494e-10,1.069441e-08,1.056116e-08,7.925858e+01
2.477150e-10,1.725033e-08,1.700261e-08,6.863779e+01
4.206699e-10,2.561866e-08,2.519799e-08,5.989968e+01
6.661458e-10,3.892923e-08,3.826308e-08,5.743950e+01
9.979598e-10,6.130126e-08,6.030330e-08,6.042658e+01
1.429219e-09,9.613986e-08,9.471064e-08,6.626739e+01
1.971938e-09,1.472068e-07,1.452348e-07,7.365081e+01
2.636763e-09,2.149431e-07,2.123064e-07,8.051781e+01
3.432897e-09,2.825235e-07,2.790906e-07,8.129887e+01
4.368057e-09,3.254552e-07,3.210872e-07,7.350800e+01
5.448556e-09,3.586512e-07,3.532026e-07,6.482500e+01
6.679416e-09,4.600384e-07,4.533590e-07,6.787405e+01
8.064458e-09,7.433509e-07,7.352865e-07,9.117618e+01
1.288956e-17,2.011593e-15,1.998703e-15,1.549436e+02
3.541323e-14,2.457845e-13,2.103712e-13,5.940467e+00
1.400300e-12,6.009907e-12,4.609606e-12,3.291870e+00
1.278262e-11,2.994485e-11,1.716223e-11,1.342623e+00
5.901957e-11,8.189594e-11,2.287637e-11,3.876064e-01
1.855004e-10,1.858686e-10,3.682055e-13,1.984931e-03
4.570720e-10,3.890034e-10,6.806855e-11,1.489231e-01
9.537718e-10,7.153332e-10,2.384386e-10,2.499954e-01
1.765571e-09,1.082290e-09,6.832813e-10,3.870029e-01
2.987451e-09,1.444126e-09,1.543325e-09,5.166027e-01
4.715417e-09,1.978761e-09,2.736656e-09,5.803635e-01
7.043335e-09,2.907802e-09,4.135533e-09,5.871555e-01
1.005990e-08,4.466175e-09,5.593722e-09,5.560417e-01
1.384611e-08,7.128556e-09,6.717556e-09,4.851583e-01
1.847338e-08,1.161228e-08,6.861094e-09,3.714044e-01
2.400264e-08,1.766958e-08,6.333062e-09,2.638485e-01
3.048412e-08,2.232334e-08,8.160777e-09,2.677059e-01
3.795791e-08,2.354153e-08,1.441638e-08,3.797990e-01
4.645457e-08,2.625098e-08,2.020358e-08,4.349106e-01
5.599588e-08,3.657210e-08,1.942378e-08,3.468787e-01
4.590848e-09,2.287357e-07,2.241449e-07,4.882429e+01
5.198545e-08,9.144264e-07,8.624409e-07,1.659004e+01
1.804426e-07,1.777528e-06,1.597085e-06,8.850932e+00
4.106186e-07,2.397080e-06,1.986461e-06,4.837729e+00
7.532676e-07,2.838705e-06,2.085437e-06,2.768521e+00
1.213484e-06,3.225184e-06,2.011700e-06,1.657789e+00
1.793302e-06,3.668596e-06,1.875293e-06,1.045721e+00
2.493901e-06,4.235470e-06,1.741569e-06,6.983314e-01
3.314447e-06,4.948518e-06,1.634072e-06,4.930150e-01
4.248646e-06,5.838152e-06,1.589506e-06,3.741205e-01
5.288179e-06,6.884638e-06,1.596458e-06,3.018919e-01
6.424889e-06,7.925747e-06,1.500858e-06,2.336006e-01
7.651265e-06,8.761901e-06,1.110636e-06,1.451571e-01
8.960486e-06,9.331708e-06,3.712230e-07,4.142889e-02
1.034621e-05,9.732705e-06,6.135097e-07,5.929798e-02
1.180277e-05,1.013905e-05,1.663719e-06,1.409601e-01
1.332490e-05,1.073212e-05,2.592778e-06,1.945815e-01
1.490787e-05,1.172556e-05,3.182308e-06,2.134650e-01
1.654732e-05,1.337554e-05,3.171778e-06,1.916793e-01
1.823926e-05,1.558960e-05,2.649667e-06,1.452727e-01
4.068413e-08,1.407656e-06,1.366972e-06,3.359964e+01
3.175314e-07,1.544412e-06,1.226880e-06,3.863808e+00
9.689512e-07,1.670618e-06,7.016663e-07,7.241503e-01
2.055560e-06,1.796578e-06,2.589819e-07,1.259909e-01
3.598791e-06,1.929936e-06,1.668855e-06,4.637266e-01
5.598979e-06,2.063658e-06,3.535322e-06,6.314225e-01
8.044966e-06,2.193932e-06,5.851034e-06,7.272913e-01
1.091978e-05,2.311815e-06,8.607961e-06,7.882910e-01
1.420407e-05,2.416338e-06,1.178773e-05,8.298841e-01
1.787572e-05,2.506666e-06,1.536905e-05,8.597726e-01
2.190481e-05,2.590198e-06,1.931461e-05,8.817521e-01
2.625684e-05,2.673274e-06,2.358356e-05,8.981875e-01
3.089900e-05,2.764035e-06,2.813497e-05,9.105462e-01
3.580260e-05,2.864419e-06,3.293818e-05,9.199942e-01
4.094314e-05,2.969289e-06,3.797386e-05,9.274777e-01
4.629987e-05,3.069750e-06,4.323012e-05,9.336985e-01
5.185508e-05,3.155352e-06,4.869973e-05,9.391506e-01
5.759383e-05,3.217078e-06,5.437675e-05,9.441419e-01
6.350331e-05,3.258077e-06,6.024523e-05,9.486943e-01
6.957229e-05,3.283950e-06,6.628834e-05,9.527980e-01
1.415937e-07,6.763591e-09,1.348301e-07,9.522324e-01
1.638569e-06,1.239777e-07,1.514591e-06,9.243377e-01
5.370695e-06,4.614296e-07,4.909266e-06,9.140838e-01
1.147680e-05,7.845961e-07,1.069220e-05,9.316363e-01
1.983897e-05,1.069189e-06,1.876978e-05,9.461066e-01
3.025993e-05,1.382989e-06,2.887694e-05,9.542964e-01
4.252571e-05,1.808845e-06,4.071687e-05,9.574646e-01
5.642865e-05,2.401305e-06,5.402734e-05,9.574453e-01
7.177627e-05,3.160841e-06,6.861542e-05,9.559625e-01
8.839396e-05,4.083607e-06,8.431035e-05,9.538022e-01
1.061255e-04,5.179983e-06,1.009455e-04,9.511901e-01
1.248322e-04,6.336249e-06,1.184959e-04,9.492419e-01
1.443917e-04,7.386435e-06,1.370053e-04,9.488445e-01
1.646964e-04,8.312444e-06,1.563839e-04,9.495287e-01
1.856518e-04,9.204571e-06,1.764472e-04,9.504203e-01
2.071758e-04,1.010917e-05,1.970666e-04,9.512048e-01
2.291974e-04,1.100308e-05,2.181943e-04,9.519930e-01
2.516551e-04,1.200428e-05,2.396508e-04,9.522986e-01
2.744965e-04,1.374970e-05,2.607468e-04,9.499094e-01
2.976770e-04,1.664862e-05,2.810284e-04,9.440715e-01
6.770530e-09,1.190289e-06,1.183519e-06,1.748045e+02
7.651207e-08,1.973744e-06,1.897232e-06,2.479651e+01
2.824388e-07,2.623583e-06,2.341144e-06,8.289030e+00
6.815467e-07,3.211191e-06,2.529645e-06,3.711623e+00
1.304986e-06,3.877919e-06,2.572933e-06,1.971617e+00
2.163032e-06,4.656385e-06,2.493352e-06,1.152712e+00
3.253016e-06,5.502796e-06,2.249780e-06,6.915984e-01
4.565113e-06,6.334183e-06,1.769070e-06,3.875194e-01
6.085924e-06,7.089545e-06,1.003621e-06,1.649085e-01
7.800565e-06,7.780037e-06,2.052820e-08,2.631631e-03
9.693651e-06,8.448577e-06,1.245074e-06,1.284422e-01
1.174924e-05,9.155727e-06,2.593511e-06,2.207387e-01
1.395034e-05,9.946300e-06,4.004035e-06,2.870207e-01
1.627933e-05,1.084934e-05,5.429993e-06,3.335513e-01
1.871918e-05,1.184026e-05,6.878920e-06,3.674797e-01
2.125438e-05,1.280341e-05,8.450969e-06,3.976108e-01
2.387147e-05,1.357441e-05,1.029706e-05,4.313543e-01
2.655902e-05,1.408374e-05,1.247528e-05,4.697192e-01
2.930748e-05,1.443088e-05,1.487661e-05,5.076044e-01
3.210884e-05,1.468497e-05,1.742388e-05,5.426504e-01
1.125218e-17,4.507169e-14,4.506044e-14,4.001042e+03
4.758260e-14,7.378363e-12,7.330780e-12,1.540643e+02
2.122903e-12,1.894046e-10,1.872817e-10,8.821963e+01
2.023409e-11,7.865377e-10,7.663036e-10,3.787191e+01
9.465174e-11,1.738693e-09,1.644041e-09,1.736937e+01
2.972107e-10,3.418011e-09,3.120800e-09,1.050029e+01
7.265064e-10,6.899576e-09,6.173069e-09,8.496923e+00
1.498568e-09,1.353289e-08,1.203432e-08,8.030551e+00
2.737404e-09,2.335640e-08,2.061899e-08,7.532317e+00
4.567378e-09,3.696811e-08,3.240073e-08,7.093944e+00
7.107955e-09,5.922152e-08,5.211356e-08,7.331724e+00
1.047029e-08,9.454766e-08,8.407737e-08,8.030094e+00
1.475467e-08,1.427143e-07,1.279597e-07,8.672483e+00
2.004829e-08,2.082360e-07,1.881877e-07,9.386723e+00
2.642359e-08,3.062129e-07,2.797893e-07,1.058862e+01
3.393786e-08,4.419749e-07,4.080371e-07,1.202306e+01
4.263399e-08,5.859832e-07,5.433492e-07,1.274451e+01
5.254160e-08,7.342392e-07,6.816976e-07,1.297443e+01
6.367884e-08,1.063924e-06,1.000246e-06,1.570766e+01
7.605376e-08,1.948567e-06,1.872513e-06,2.462091e+01
5.134857e-09,3.777859e-09,1.356999e-09,2.642719e-01
1.144448e-07,8.455100e-08,2.989381e-08,2.612072e-01
4.742458e-07,3.517597e-07,1.224861e-07,2.582756e-01
1.155190e-06,6.297257e-07,5.254647e-07,4.548728e-01
2.178503e-06,8.696488e-07,1.308854e-06,6.008044e-01
3.540217e-06,1.102393e-06,2.437823e-06,6.886086e-01
5.224150e-06,1.386271e-06,3.837879e-06,7.346418e-01
7.208681e-06,1.773078e-06,5.435603e-06,7.540358e-01
9.470195e-06,2.278674e-06,7.191520e-06,7.593846e-01
1.198495e-05,2.956105e-06,9.028843e-06,7.533485e-01
1.472973e-05,3.859844e-06,1.086989e-05,7.379556e-01
1.768130e-05,4.875641e-06,1.280566e-05,7.242488e-01
2.081510e-05,5.778893e-06,1.503620e-05,7.223701e-01
2.410675e-05,6.434766e-06,1.767199e-05,7.330720e-01
2.753407e-05,6.845345e-06,2.068872e-05,7.513863e-01
3.107817e-05,7.102728e-06,2.397544e-05,7.714561e-01
3.472355e-05,7.411822e-06,2.731173e-05,7.865477e-01
3.845800e-05,8.101786e-06,3.035621e-05,7.893342e-01
4.227131e-05,9.773998e-06,3.249731e-05,7.687794e-01
4.615527e-05,1.276371e-05,3.339156e-05,7.234614e-01
1.459297e-11,1.675112e-13,1.442545e-11,9.885211e-01
2.127322e-09,3.129781e-11,2.096024e-09,9.852877e-01
1.737615e-08,8.923217e-10,1.648383e-08,9.486468e-01
6.112698e-08,3.793196e-09,5.733379e-08,9.379456e-01
1.463189e-07,7.627134e-09,1.386917e-07,9.478732e-01
2.821918e-07,1.238064e-08,2.698112e-07,9.561269e-01
4.747193e-07,1.988396e-08,4.548353e-07,9.581143e-01
7.273276e-07,3.205749e-08,6.952702e-07,9.559243e-01
1.041646e-06,4.949975e-08,9.921465e-07,9.524794e-01
1.418060e-06,7.639782e-08,1.341663e-06,9.461251e-01
1.855424e-06,1.259515e-07,1.729472e-06,9.321170e-01
2.350894e-06,2.078607e-07,2.143033e-06,9.115823e-01
2.900567e-06,3.108090e-07,2.589758e-06,8.928454e-01
3.500148e-06,4.155728e-07,3.084576e-06,8.812700e-01
4.145315e-06,5.137113e-07,3.631604e-06,8.760743e-01
4.831941e-06,5.931255e-07,4.238815e-06,8.772490e-01
5.556179e-06,6.397830e-07,4.916396e-06,8.848519e-01
6.314497e-06,7.021568e-07,5.612340e-06,8.888024e-01
7.103711e-06,9.835046e-07,6.120206e-06,8.615506e-01
7.920937e-06,1.889149e-06,6.031788e-06,7.614993e-01
3.263934e-18,5.684010e-16,5.651371e-16,1.726171e+02
1.340072e-14,5.422117e-14,4.082045e-14,3.046135e+00
5.188071e-13,1.235595e-12,7.167876e-13,1.381607e+00
4.608078e-12,6.644321e-12,2.036243e-12,4.418855e-01
2.064032e-11,1.962305e-11,1.017263e-12,4.928523e-02
6.284630e-11,4.751307e-11,1.533323e-11,2.439798e-01
1.499565e-10,1.059006e-10,4.405588e-11,2.937910e-01
3.030911e-10,2.100284e-10,9.306265e-11,3.070452e-01
5.437893e-10,3.617303e-10,1.820590e-10,3.347970e-01
8.925275e-10,6.048433e-10,2.876842e-10,3.223253e-01
1.367755e-09,1.107887e-09,2.598675e-10,1.899956e-01
1.985386e-09,2.154357e-09,1.689717e-10,8.510776e-02
2.758572e-09,3.977195e-09,1.218623e-09,4.417588e-01
3.697704e-09,6.593219e-09,2.895515e-09,7.830577e-01
4.810518e-09,9.744424e-09,4.933906e-09,1.025650e+00
6.102291e-09,1.248332e-08,6.381031e-09,1.045678e+00
7.575990e-09,1.375505e-08,6.179057e-09,8.156106e-01
9.232527e-09,1.521274e-08,5.980218e-09,6.477336e-01
1.107093e-08,2.342041e-08,1.234948e-08,1.115487e+00
1.308873e-08,5.749382e-08,4.440508e-08,3.392619e+00
1.749620e-10,1.080376e-09,9.054143e-10,5.174919e+00
1.231295e-08,3.006147e-08,1.774852e-08,1.441452e+00
7.462737e-08,1.406850e-07,6.605761e-08,8.851660e-01
2.219574e-07,2.627495e-07,4.079207e-08,1.837834e-01
4.756261e-07,3.783355e-07,9.729058e-08,2.045527e-01
8.464138e-07,5.149876e-07,3.314262e-07,3.915653e-01
1.338031e-06,7.018447e-07,6.361867e-07,4.754647e-01
1.949712e-06,9.556178e-07,9.940940e-07,5.098671e-01
2.678045e-06,1.277546e-06,1.400498e-06,5.229556e-01
3.518269e-06,1.705029e-06,1.813239e-06,5.153783e-01
4.464581e-06,2.275946e-06,2.188635e-06,4.902218e-01
